publication_id,budget_code,publisher,regulation,supplier,supplier_id,start_date,end_date,claim_date,last_update_date,contact,contact_email,description,volume,reason,decision,url,subjects,source_currency,page_title,entity_id,entity_kind
572952,,המשרד לביטחון פנים - משטרת ישראל,התקשרות עם ספק יחיד,כרמל החברה הכלכלית,513257022,2016-01-01,2018-12-31,2016-12-22,2015-12-09,מיטל זר- בורפקר,meytalzer@police.gov.il,זכויות שימוש במבחן אישיות MMPI-2,,,טרום החלטת ועדה,http://www.mr.gov.il/ExemptionMessage/Pages/ExemptionMessage.aspx?pID=572952,"[u'\u05ea\u05d5\u05db\u05e0\u05d5\u05ea', u'\u05ea\u05d5\u05db\u05e0\u05d5\u05ea']",שקל,פרסום כוונה להתקשרות עם ספק יחיד טרום החלטת וועדה,513257022,company
572955,,המשרד לביטחון פנים - משטרת ישראל,התקשרות עם ספק יחיד,"י ב מ ישראל בע""מ",510067333,2016-01-01,2016-12-31,2016-12-22,2015-12-09,מיטל זר- בורפקר,meytalzer@police.gov.il,אחזקת חומרה של IBM,,,טרום החלטת ועדה,http://www.mr.gov.il/ExemptionMessage/Pages/ExemptionMessage.aspx?pID=572955,"[u'\u05ea\u05d5\u05db\u05e0\u05d5\u05ea', u'\u05e9\u05e8\u05ea\u05d9\u05dd', u'\u05ea\u05d5\u05db\u05e0\u05d5\u05ea', u'\u05e9\u05e8\u05ea\u05d9\u05dd']",שקל,פרסום כוונה להתקשרות עם ספק יחיד טרום החלטת וועדה,510067333,company
572972,,המשרד לביטחון פנים - משטרת ישראל,התקשרות עם ספק יחיד,א.מ.ן מחשבים בעמ,510626070,2016-01-01,2017-12-31,2016-12-22,2015-12-09,מיטל זר- בורפקר,meytalzer@police.gov.il,קורס אינפורמטיקה,,,טרום החלטת ועדה,http://www.mr.gov.il/ExemptionMessage/Pages/ExemptionMessage.aspx?pID=572972,"[u'\u05de\u05d7\u05e9\u05d1\u05d9\u05dd', u'\u05de\u05db\u05e9\u05d9\u05e8\u05d9 \u05ea\u05e7\u05e9\u05d5\u05e8\u05ea \u05d5\u05d0\u05d1\u05d9\u05d6\u05e8\u05d9\u05dd', u'\u05de\u05d7\u05e9\u05d1\u05d9\u05dd', u'\u05de\u05db\u05e9\u05d9\u05e8\u05d9 \u05ea\u05e7\u05e9\u05d5\u05e8\u05ea \u05d5\u05d0\u05d1\u05d9\u05d6\u05e8\u05d9\u05dd']",שקל,פרסום כוונה להתקשרות עם ספק יחיד טרום החלטת וועדה,510626070,company
573078,,המשרד לביטחון פנים - משטרת ישראל,התקשרות עם ספק יחיד,מגן דוד אדם,589104751,2015-12-06,2016-12-31,2015-12-23,2015-12-09,יהודית סולטניאן,yhudits@police.gov.il,קבלת טיפול רפואי מיידי ופינוי מהיר,,,טרום החלטת ועדה,http://www.mr.gov.il/ExemptionMessage/Pages/ExemptionMessage.aspx?pID=573078,"[u'\u05e9\u05d9\u05e8\u05d5\u05ea\u05d9 \u05d1\u05e8\u05d9\u05d0\u05d5\u05ea', u'\u05e9\u05d9\u05e8\u05d5\u05ea\u05d9 \u05d1\u05e8\u05d9\u05d0\u05d5\u05ea']",שקל,פרסום כוונה להתקשרות עם ספק יחיד טרום החלטת וועדה,589104751,
573079,,המשרד לביטחון פנים - משטרת ישראל,התקשרות עם ספק יחיד,דור אלון,512600842,2015-12-06,2016-12-31,2015-12-23,2015-12-09,יהודית סולטניאן,yhudits@police.gov.il,קבלת שירותי הסעדה - חנויות נוחות,,,טרום החלטת ועדה,http://www.mr.gov.il/ExemptionMessage/Pages/ExemptionMessage.aspx?pID=573079,"[u'\u05de\u05d6\u05d5\u05df ,\u05de\u05e9\u05e7\u05d0\u05d5\u05ea \u05d5\u05de\u05d5\u05e6\u05e8\u05d9 \u05d8\u05d1\u05e7', u'\u05de\u05d6\u05d5\u05df ,\u05de\u05e9\u05e7\u05d0\u05d5\u05ea \u05d5\u05de\u05d5\u05e6\u05e8\u05d9 \u05d8\u05d1\u05e7']",שקל,פרסום כוונה להתקשרות עם ספק יחיד טרום החלטת וועדה,512600842,company
572009,,המשרד לביטחון פנים - משטרת ישראל,התקשרות עם ספק יחיד,"סינאל תעשיות בע""מ",511416612,2016-01-01,2018-12-31,2015-12-09,2015-12-08,יגאל נחשון,yigalnah@police.gov.il,פטור ספק יחיד,,,טרום החלטת ועדה,http://www.mr.gov.il/ExemptionMessage/Pages/ExemptionMessage.aspx?pID=572009,"[u'\u05ea\u05d5\u05db\u05e0\u05d5\u05ea', u'\u05de\u05db\u05e9\u05d9\u05e8\u05d9 \u05ea\u05e7\u05e9\u05d5\u05e8\u05ea \u05d5\u05d0\u05d1\u05d9\u05d6\u05e8\u05d9\u05dd', u'\u05ea\u05d5\u05db\u05e0\u05d5\u05ea', u'\u05de\u05db\u05e9\u05d9\u05e8\u05d9 \u05ea\u05e7\u05e9\u05d5\u05e8\u05ea \u05d5\u05d0\u05d1\u05d9\u05d6\u05e8\u05d9\u05dd']",שקל,פרסום כוונה להתקשרות עם ספק יחיד טרום החלטת וועדה,511416612,company
573149,,המשרד לביטחון פנים - משטרת ישראל,התקשרות עם ספק יחיד,יד ושם,500500202,2015-12-07,2016-12-31,2015-12-24,2015-12-07,יהודית סולטניאן,yhudits@police.gov.il,ביקורים במוזיאון יד-ושם  ביצוע סדנאות וימי הכנה למשלחות לפולין,,,טרום החלטת ועדה,http://www.mr.gov.il/ExemptionMessage/Pages/ExemptionMessage.aspx?pID=573149,[],שקל,פרסום כוונה להתקשרות עם ספק יחיד טרום החלטת וועדה,500500202,law_mandated_organization
572826,,המשרד לביטחון פנים - משטרת ישראל,התקשרות עם ספק יחיד,"ביפר תקשורת ישראל בע""מ",511284283,2015-12-02,2017-12-31,2015-12-21,2015-12-06,אבנר הרשקופ,avnerhe@police.gov.il,התקשרות עם חב' ביפר לצורך קבלת שירותי תקשורת,,,טרום החלטת ועדה,http://www.mr.gov.il/ExemptionMessage/Pages/ExemptionMessage.aspx?pID=572826,"[u'\u05e9\u05d9\u05e8\u05d5\u05ea\u05d9 \u05ea\u05e7\u05e9\u05d5\u05e8\u05ea', u'\u05e9\u05d9\u05e8\u05d5\u05ea\u05d9 \u05ea\u05e7\u05e9\u05d5\u05e8\u05ea']",שקל,פרסום כוונה להתקשרות עם ספק יחיד טרום החלטת וועדה,511284283,company
572858,,המשרד לביטחון פנים - משטרת ישראל,התקשרות עם ספק יחיד,"היולט-פקרד (ישראל) בע""מ",511009342,2016-01-01,2016-06-30,2016-12-21,2015-12-02,מיטל זר- בורפקר,meytalzer@police.gov.il,פטור ספק יחיד ליישום מודול רפואה,,,טרום החלטת ועדה,http://www.mr.gov.il/ExemptionMessage/Pages/ExemptionMessage.aspx?pID=572858,[],שקל,פרסום כוונה להתקשרות עם ספק יחיד טרום החלטת וועדה,511009342,company
572871,,המשרד לביטחון פנים - משטרת ישראל,התקשרות עם ספק יחיד,"די.בי.אס. שרותי לווין (1998) בע""מ",512705138,2015-12-02,2016-12-31,2015-12-21,2015-12-02,אבנר הרשקופ,avnerhe@police.gov.il,קבלת שירותי תקשורת מחברת YES,,,טרום החלטת ועדה,http://www.mr.gov.il/ExemptionMessage/Pages/ExemptionMessage.aspx?pID=572871,"[u'\u05e9\u05d9\u05e8\u05d5\u05ea\u05d9 \u05ea\u05e7\u05e9\u05d5\u05e8\u05ea', u'\u05e9\u05d9\u05e8\u05d5\u05ea\u05d9 \u05ea\u05e7\u05e9\u05d5\u05e8\u05ea']",שקל,פרסום כוונה להתקשרות עם ספק יחיד טרום החלטת וועדה,512705138,company
572872,,המשרד לביטחון פנים - משטרת ישראל,התקשרות עם ספק יחיד,"הוט - מערכות תקשורת בכבלים בע""מ",520040072,2015-12-02,2016-12-31,2015-12-21,2015-12-02,אבנר הרשקופ,avnerhe@police.gov.il,שירותי תקשורת מחברת HOT,,,טרום החלטת ועדה,http://www.mr.gov.il/ExemptionMessage/Pages/ExemptionMessage.aspx?pID=572872,"[u'\u05e9\u05d9\u05e8\u05d5\u05ea\u05d9 \u05ea\u05e7\u05e9\u05d5\u05e8\u05ea', u'\u05e9\u05d9\u05e8\u05d5\u05ea\u05d9 \u05ea\u05e7\u05e9\u05d5\u05e8\u05ea']",שקל,פרסום כוונה להתקשרות עם ספק יחיד טרום החלטת וועדה,520040072,company
572535,,המשרד לביטחון פנים - משטרת ישראל,התקשרות עם ספק יחיד,"קבוצת חברות שמעוני בע""מ",510230964,2015-11-24,2016-12-31,,2015-11-29,,,תחזוקת מכשיר מינילאב,83130,כמפורט,נרשם,http://www.mr.gov.il/ExemptionMessage/Pages/ExemptionMessage.aspx?pID=572535,"[u'\u05e6\u05d9\u05d5\u05d3 \u05de\u05e2\u05d1\u05d3\u05d4, \u05de\u05d3\u05d9\u05d3\u05d4 \u05d5\u05d0\u05d1\u05d9\u05d6\u05e8\u05d9\u05dd \u05e0\u05dc\u05d5\u05d5\u05d9\u05dd', u'\u05e6\u05d9\u05d5\u05d3 \u05de\u05e2\u05d1\u05d3\u05d4, \u05de\u05d3\u05d9\u05d3\u05d4 \u05d5\u05d0\u05d1\u05d9\u05d6\u05e8\u05d9\u05dd \u05e0\u05dc\u05d5\u05d5\u05d9\u05dd']",שקל,דיווח פטור משרדי,510230964,company
572345,,המשרד לביטחון פנים - משטרת ישראל,התקשרות עם ספק יחיד,"מאינד סי.טי.אי. בע""מ",512134487,2015-11-24,2016-12-31,,2015-11-25,,,תחזוקת מערכת רישום שיחות,150000,כמפורט,נרשם,http://www.mr.gov.il/ExemptionMessage/Pages/ExemptionMessage.aspx?pID=572345,"[u'\u05de\u05db\u05e9\u05d9\u05e8\u05d9 \u05ea\u05e7\u05e9\u05d5\u05e8\u05ea \u05d5\u05d0\u05d1\u05d9\u05d6\u05e8\u05d9\u05dd', u'\u05de\u05db\u05e9\u05d9\u05e8\u05d9 \u05ea\u05e7\u05e9\u05d5\u05e8\u05ea \u05d5\u05d0\u05d1\u05d9\u05d6\u05e8\u05d9\u05dd']",שקל,דיווח פטור משרדי,512134487,company
572221,,המשרד לביטחון פנים - משטרת ישראל,התקשרות עם ספק יחיד,"מ.י.ה. מחשבים בע""מ",510860380,2016-01-01,2017-12-31,2015-12-13,2015-11-23,יגאל נחשון,yigalnah@police.gov.il,רשיונות שנתיים לתוכנת SAS,,,טרום החלטת ועדה,http://www.mr.gov.il/ExemptionMessage/Pages/ExemptionMessage.aspx?pID=572221,"[u'\u05ea\u05d5\u05db\u05e0\u05d5\u05ea', u'\u05de\u05db\u05e9\u05d9\u05e8\u05d9 \u05ea\u05e7\u05e9\u05d5\u05e8\u05ea \u05d5\u05d0\u05d1\u05d9\u05d6\u05e8\u05d9\u05dd', u'\u05ea\u05d5\u05db\u05e0\u05d5\u05ea', u'\u05de\u05db\u05e9\u05d9\u05e8\u05d9 \u05ea\u05e7\u05e9\u05d5\u05e8\u05ea \u05d5\u05d0\u05d1\u05d9\u05d6\u05e8\u05d9\u05dd']",שקל,פרסום כוונה להתקשרות עם ספק יחיד טרום החלטת וועדה,510860380,company
572003,,המשרד לביטחון פנים - משטרת ישראל,התקשרות עם ספק יחיד,"שירלת ניהול פרויקטים בע""מ",514151794,2016-01-01,2016-12-31,2015-12-08,2015-11-18,יגאל נחשון,yigalnah@police.gov.il,פטור ספק יחיד,,,טרום החלטת ועדה,http://www.mr.gov.il/ExemptionMessage/Pages/ExemptionMessage.aspx?pID=572003,"[u'\u05de\u05db\u05e9\u05d9\u05e8\u05d9 \u05ea\u05e7\u05e9\u05d5\u05e8\u05ea \u05d5\u05d0\u05d1\u05d9\u05d6\u05e8\u05d9\u05dd', u'\u05ea\u05d5\u05db\u05e0\u05d5\u05ea', u'\u05e9\u05e8\u05ea\u05d9\u05dd', u'\u05de\u05db\u05e9\u05d9\u05e8\u05d9 \u05ea\u05e7\u05e9\u05d5\u05e8\u05ea \u05d5\u05d0\u05d1\u05d9\u05d6\u05e8\u05d9\u05dd', u'\u05ea\u05d5\u05db\u05e0\u05d5\u05ea', u'\u05e9\u05e8\u05ea\u05d9\u05dd']",שקל,פרסום כוונה להתקשרות עם ספק יחיד טרום החלטת וועדה,514151794,company
572006,,המשרד לביטחון פנים - משטרת ישראל,התקשרות עם ספק יחיד,"סייבר-ארק תוכנה בע""מ",512291642,2016-01-01,2018-12-31,2015-12-08,2015-11-18,יגאל נחשון,yigalnah@police.gov.il,פטור ספק יחיד,,,טרום החלטת ועדה,http://www.mr.gov.il/ExemptionMessage/Pages/ExemptionMessage.aspx?pID=572006,"[u'\u05de\u05db\u05e9\u05d9\u05e8\u05d9 \u05ea\u05e7\u05e9\u05d5\u05e8\u05ea \u05d5\u05d0\u05d1\u05d9\u05d6\u05e8\u05d9\u05dd', u'\u05ea\u05d5\u05db\u05e0\u05d5\u05ea', u'\u05e9\u05e8\u05ea\u05d9\u05dd', u'\u05de\u05db\u05e9\u05d9\u05e8\u05d9 \u05ea\u05e7\u05e9\u05d5\u05e8\u05ea \u05d5\u05d0\u05d1\u05d9\u05d6\u05e8\u05d9\u05dd', u'\u05ea\u05d5\u05db\u05e0\u05d5\u05ea', u'\u05e9\u05e8\u05ea\u05d9\u05dd']",שקל,פרסום כוונה להתקשרות עם ספק יחיד טרום החלטת וועדה,512291642,company
571366,,המשרד לביטחון פנים - משטרת ישראל,"ריכוז התקשרויות , מכרז מרכזי שערך החשכ""ל עבור משרדי ממשלה","טופ-ליין יבוא ושיווק רהיטים בע""מ",511613564,2015-11-17,2016-01-31,,2015-11-18,,,רכש כיסאות,300000,כמפורט,"אושר ע""י החשכ""ל",http://www.mr.gov.il/ExemptionMessage/Pages/ExemptionMessage.aspx?pID=571366,"[u'\u05e6\u05d9\u05d5\u05d3 \u05de\u05e9\u05e8\u05d3\u05d9', u'\u05e6\u05d9\u05d5\u05d3 \u05de\u05e9\u05e8\u05d3\u05d9']",שקל,בקשה לפטור ממכרז,511613564,company
570714,,המשרד לביטחון פנים - משטרת ישראל,התקשרות המשך באישור ועדת פטור מרכזית בנסיבות מיוחדות,השמירה - ג'י פור אס טכנולוגיות,,2015-11-08,2016-06-30,,2015-11-17,,,פטור המשך - מערכות אבטחה במתח נמוך,5900000,כמפורט,"אושר ע""י החשכ""ל",http://www.mr.gov.il/ExemptionMessage/Pages/ExemptionMessage.aspx?pID=570714,"[u'\u05e6\u05d9\u05d5\u05d3 \u05d1\u05d8\u05d7\u05d5\u05df  \u05d5\u05d1\u05d8\u05d9\u05d7\u05d5\u05ea', u'\u05e6\u05d9\u05d5\u05d3 \u05d1\u05d8\u05d7\u05d5\u05df  \u05d5\u05d1\u05d8\u05d9\u05d7\u05d5\u05ea']",שקל,בקשה לפטור ממכרז,,
571811,,המשרד לביטחון פנים - משטרת ישראל,התקשרות עם ספק יחיד,ש. ברוק,512690157,2015-11-11,2016-12-31,,2015-11-16,,,שדרוג ותחזוקת מערכות פוליגרף,180000,כמפורט,נרשם,http://www.mr.gov.il/ExemptionMessage/Pages/ExemptionMessage.aspx?pID=571811,"[u'\u05e6\u05d9\u05d5\u05d3 \u05d1\u05d8\u05d7\u05d5\u05df  \u05d5\u05d1\u05d8\u05d9\u05d7\u05d5\u05ea', u'\u05e6\u05d9\u05d5\u05d3 \u05d1\u05d8\u05d7\u05d5\u05df  \u05d5\u05d1\u05d8\u05d9\u05d7\u05d5\u05ea']",שקל,דיווח פטור משרדי,512690157,company
571836,,המשרד לביטחון פנים - משטרת ישראל,התקשרות עם ספק יחיד,MAGNET FORENSICS,,2015-11-15,2016-11-30,,2015-11-16,,,רישוי ותחזוקה לתוכנת סייבר IEF,150000,כמפורט,נרשם,http://www.mr.gov.il/ExemptionMessage/Pages/ExemptionMessage.aspx?pID=571836,"[u'\u05ea\u05d5\u05db\u05e0\u05d5\u05ea', u'\u05ea\u05d5\u05db\u05e0\u05d5\u05ea']",שקל,דיווח פטור משרדי,,
571841,,המשרד לביטחון פנים - משטרת ישראל,התקשרות עם ספק יחיד,"לוג-און תוכנה בע""מ",510979511,2015-11-16,2016-12-31,,2015-11-16,,,תחזוקת מערכת DPT,100000,כמפורט,נרשם,http://www.mr.gov.il/ExemptionMessage/Pages/ExemptionMessage.aspx?pID=571841,"[u'\u05de\u05d7\u05e9\u05d5\u05d1 \u05d5\u05ea\u05e7\u05e9\u05d5\u05e8\u05ea', u'\u05de\u05d7\u05e9\u05d5\u05d1 \u05d5\u05ea\u05e7\u05e9\u05d5\u05e8\u05ea']",שקל,דיווח פטור משרדי,510979511,company
571843,,המשרד לביטחון פנים - משטרת ישראל,התקשרות עם ספק יחיד,"סינאל תעשיות בע""מ",511416612,2015-11-15,2016-11-30,,2015-11-16,,,שעונים ומדפסות למערכת הסעדה,150000,כמפורט,נרשם,http://www.mr.gov.il/ExemptionMessage/Pages/ExemptionMessage.aspx?pID=571843,"[u'\u05de\u05d7\u05e9\u05d5\u05d1 \u05d5\u05ea\u05e7\u05e9\u05d5\u05e8\u05ea', u'\u05de\u05d7\u05e9\u05d5\u05d1 \u05d5\u05ea\u05e7\u05e9\u05d5\u05e8\u05ea']",שקל,דיווח פטור משרדי,511416612,company
571846,,המשרד לביטחון פנים - משטרת ישראל,התקשרות עם ספק יחיד,"אי. אס. אי. מערכות מומחה תעשיות בע""",511039422,2015-11-15,2016-12-31,,2015-11-16,,,תחזוקת מערכת לוגיסט,130000,כמפורט,נרשם,http://www.mr.gov.il/ExemptionMessage/Pages/ExemptionMessage.aspx?pID=571846,"[u'\u05de\u05d7\u05e9\u05d5\u05d1 \u05d5\u05ea\u05e7\u05e9\u05d5\u05e8\u05ea', u'\u05de\u05d7\u05e9\u05d5\u05d1 \u05d5\u05ea\u05e7\u05e9\u05d5\u05e8\u05ea']",שקל,דיווח פטור משרדי,511039422,company
571847,,המשרד לביטחון פנים - משטרת ישראל,התקשרות עם ספק יחיד,אקווירמט,514610047,2015-11-16,2016-12-31,2015-12-03,2015-11-16,שרית וייס חכמון,saritv@police.gov.il,מע' בנושא איתור נזילות מים וניהול צריכת מים במתקני המשטרה,,,טרום החלטת ועדה,http://www.mr.gov.il/ExemptionMessage/Pages/ExemptionMessage.aspx?pID=571847,"[u'\u05e9\u05d9\u05e8\u05d5\u05ea\u05d9 \u05d1\u05e0\u05d9\u05d9\u05d4 \u05d5\u05d0\u05d7\u05d6\u05e7\u05ea \u05de\u05d1\u05e0\u05d9\u05dd', u'\u05e9\u05d9\u05e8\u05d5\u05ea\u05d9 \u05d1\u05e0\u05d9\u05d9\u05d4 \u05d5\u05d0\u05d7\u05d6\u05e7\u05ea \u05de\u05d1\u05e0\u05d9\u05dd']",שקל,פרסום כוונה להתקשרות עם ספק יחיד טרום החלטת וועדה,514610047,company
571853,,המשרד לביטחון פנים - משטרת ישראל,התקשרות עם ספק יחיד,OBELISK,,2015-11-15,2017-11-30,,2015-11-16,,,רישוי ותחזוקה לזיהוי רוגלות,100000,כמפורט,נרשם,http://www.mr.gov.il/ExemptionMessage/Pages/ExemptionMessage.aspx?pID=571853,"[u'\u05de\u05d7\u05e9\u05d5\u05d1 \u05d5\u05ea\u05e7\u05e9\u05d5\u05e8\u05ea', u'\u05de\u05d7\u05e9\u05d5\u05d1 \u05d5\u05ea\u05e7\u05e9\u05d5\u05e8\u05ea']",שקל,דיווח פטור משרדי,,
571686,,המשרד לביטחון פנים - משטרת ישראל,התקשרות המשך באישור ועדת מכרזים משרדית,כיוונים אמדור מערכות וטכנולוגיות בע,511654311,2015-11-11,2016-06-01,,2015-11-15,,,תיקון מקרנים,150000,כמפורט,נרשם,http://www.mr.gov.il/ExemptionMessage/Pages/ExemptionMessage.aspx?pID=571686,"[u'\u05e9\u05d9\u05e8\u05d5\u05ea\u05d9 \u05ea\u05e2\u05e9\u05d9\u05d4 \u05d5\u05de\u05e4\u05e2\u05dc\u05d9 \u05d9\u05e6\u05d5\u05e8', u'\u05e9\u05d9\u05e8\u05d5\u05ea\u05d9 \u05ea\u05e2\u05e9\u05d9\u05d4 \u05d5\u05de\u05e4\u05e2\u05dc\u05d9 \u05d9\u05e6\u05d5\u05e8']",שקל,דיווח פטור משרדי,511654311,company
571720,,המשרד לביטחון פנים - משטרת ישראל,התקשרות עם מומחה-יחסי אמון מיוחדים-בדיקת מספר הצעות,טנדם,,2015-11-11,2016-06-30,,2015-11-15,,,ייעוץ וליווי תהליכי שינוי במשטרת ישראל,400000,כמפורט,נרשם,http://www.mr.gov.il/ExemptionMessage/Pages/ExemptionMessage.aspx?pID=571720,"[u'\u05e9\u05d9\u05e8\u05d5\u05ea\u05d9 \u05d9\u05e2\u05d5\u05e5 \u05dc\u05e0\u05d9\u05d4\u05d5\u05dc', u'\u05e9\u05d9\u05e8\u05d5\u05ea\u05d9 \u05d9\u05e2\u05d5\u05e5 \u05dc\u05e0\u05d9\u05d4\u05d5\u05dc']",שקל,דיווח פטור משרדי,,
571770,,המשרד לביטחון פנים - משטרת ישראל,התקשרות עם ספק יחיד,"אי.טי.פי. נובקס בע""מ",511685810,2015-11-11,2016-12-31,,2015-11-15,,,מערכת להנצחת ט.א.,550000,כמפורט,נרשם,http://www.mr.gov.il/ExemptionMessage/Pages/ExemptionMessage.aspx?pID=571770,"[u'\u05e6\u05d9\u05d5\u05d3 \u05de\u05e2\u05d1\u05d3\u05d4, \u05de\u05d3\u05d9\u05d3\u05d4 \u05d5\u05d0\u05d1\u05d9\u05d6\u05e8\u05d9\u05dd \u05e0\u05dc\u05d5\u05d5\u05d9\u05dd', u'\u05e6\u05d9\u05d5\u05d3 \u05de\u05e2\u05d1\u05d3\u05d4, \u05de\u05d3\u05d9\u05d3\u05d4 \u05d5\u05d0\u05d1\u05d9\u05d6\u05e8\u05d9\u05dd \u05e0\u05dc\u05d5\u05d5\u05d9\u05dd']",שקל,דיווח פטור משרדי,511685810,company
571774,,המשרד לביטחון פנים - משטרת ישראל,התקשרות עם ספק יחיד,"עמוס גזית בע""מ",510469893,2015-11-11,2016-12-31,,2015-11-15,,,חלפים ותחזוקה למערכ ינשוף,1000000,כמפורט,נרשם,http://www.mr.gov.il/ExemptionMessage/Pages/ExemptionMessage.aspx?pID=571774,"[u'\u05e6\u05d9\u05d5\u05d3 \u05d1\u05d8\u05d7\u05d5\u05df  \u05d5\u05d1\u05d8\u05d9\u05d7\u05d5\u05ea', u'\u05e6\u05d9\u05d5\u05d3 \u05d1\u05d8\u05d7\u05d5\u05df  \u05d5\u05d1\u05d8\u05d9\u05d7\u05d5\u05ea']",שקל,דיווח פטור משרדי,510469893,company
571376,,המשרד לביטחון פנים - משטרת ישראל,חברה ממשלתית עם עובדים זכאים לגימלה או לתגמול בשל נכות,חב המשקם לתעסוקת קשישים ובעלי כושר,510355720,2015-11-03,2016-12-31,,2015-11-15,,,"ייצור מדי אימון למג""ב",43000,כמפורט,נרשם,http://www.mr.gov.il/ExemptionMessage/Pages/ExemptionMessage.aspx?pID=571376,"[u'\u05d1\u05d9\u05d2\u05d5\u05d3', u'\u05d1\u05d9\u05d2\u05d5\u05d3']",שקל,דיווח פטור משרדי,510355720,company
571429,,המשרד לביטחון פנים - משטרת ישראל,"שירותים שעניינם תרבות, אמנות, בידור או הווי",תיאטרון עירוני חיפה בעמ,510341993,2015-11-04,2015-12-31,,2015-11-15,,,הצגת תאטרון למחוז חוף,25000,כמפורט,נרשם,http://www.mr.gov.il/ExemptionMessage/Pages/ExemptionMessage.aspx?pID=571429,"[u'\u05e9\u05d9\u05e8\u05d5\u05ea\u05d9 \u05d4\u05e4\u05e7\u05ea \u05d0\u05d9\u05e8\u05d5\u05e2\u05d9\u05dd', u'\u05e9\u05d9\u05e8\u05d5\u05ea\u05d9 \u05d4\u05e4\u05e7\u05ea \u05d0\u05d9\u05e8\u05d5\u05e2\u05d9\u05dd']",שקל,דיווח פטור משרדי,510341993,company
571567,,המשרד לביטחון פנים - משטרת ישראל,התקשרות עם ספק יחיד,"ש.י.ת.ב. תוכנה בע""מ",510708894,2016-01-01,2016-12-31,2015-11-29,2015-11-12,יגאל נחשון,yigalnah@police.gov.il,פטור ספק יחיד,,,טרום החלטת ועדה,http://www.mr.gov.il/ExemptionMessage/Pages/ExemptionMessage.aspx?pID=571567,"[u'\u05de\u05db\u05e9\u05d9\u05e8\u05d9 \u05ea\u05e7\u05e9\u05d5\u05e8\u05ea \u05d5\u05d0\u05d1\u05d9\u05d6\u05e8\u05d9\u05dd', u'\u05ea\u05d5\u05db\u05e0\u05d5\u05ea', u'\u05de\u05db\u05e9\u05d9\u05e8\u05d9 \u05ea\u05e7\u05e9\u05d5\u05e8\u05ea \u05d5\u05d0\u05d1\u05d9\u05d6\u05e8\u05d9\u05dd', u'\u05ea\u05d5\u05db\u05e0\u05d5\u05ea']",שקל,פרסום כוונה להתקשרות עם ספק יחיד טרום החלטת וועדה,510708894,company
571572,,המשרד לביטחון פנים - משטרת ישראל,התקשרות עם ספק יחיד,"מטריקס אי.טי. מוצרי תוכנה בע""מ",511072399,2016-01-01,2017-12-31,2015-11-29,2015-11-12,יגאל נחשון,yigalnah@police.gov.il,פטור ספק יחיד,,,טרום החלטת ועדה,http://www.mr.gov.il/ExemptionMessage/Pages/ExemptionMessage.aspx?pID=571572,"[u'\u05de\u05db\u05e9\u05d9\u05e8\u05d9 \u05ea\u05e7\u05e9\u05d5\u05e8\u05ea \u05d5\u05d0\u05d1\u05d9\u05d6\u05e8\u05d9\u05dd', u'\u05ea\u05d5\u05db\u05e0\u05d5\u05ea', u'\u05de\u05db\u05e9\u05d9\u05e8\u05d9 \u05ea\u05e7\u05e9\u05d5\u05e8\u05ea \u05d5\u05d0\u05d1\u05d9\u05d6\u05e8\u05d9\u05dd', u'\u05ea\u05d5\u05db\u05e0\u05d5\u05ea']",שקל,פרסום כוונה להתקשרות עם ספק יחיד טרום החלטת וועדה,511072399,company
571678,,המשרד לביטחון פנים - משטרת ישראל,התקשרות עם ספק חוץ,safe software,,2016-01-01,2017-12-31,2015-12-01,2015-11-12,אורנה בן גרשון,ornabg05@gmail.com,פטור ספק יחיד,,,טרום החלטת ועדה,http://www.mr.gov.il/ExemptionMessage/Pages/ExemptionMessage.aspx?pID=571678,"[u'\u05ea\u05d5\u05db\u05e0\u05d5\u05ea', u'\u05de\u05db\u05e9\u05d9\u05e8\u05d9 \u05ea\u05e7\u05e9\u05d5\u05e8\u05ea \u05d5\u05d0\u05d1\u05d9\u05d6\u05e8\u05d9\u05dd', u'\u05ea\u05d5\u05db\u05e0\u05d5\u05ea', u'\u05de\u05db\u05e9\u05d9\u05e8\u05d9 \u05ea\u05e7\u05e9\u05d5\u05e8\u05ea \u05d5\u05d0\u05d1\u05d9\u05d6\u05e8\u05d9\u05dd']",שקל,פרסום כוונה להתקשרות עם ספק יחיד טרום החלטת וועדה,,
